url,label
https://www.datanoc.com/dedicated-server-de52630v2.html,good
https://www.gamma-service.it/news/,good
https://www.ayu.ne.jp/support/,good
http://embdestech.co.in/user.php,bad
https://snde-caeb.com.ogllvqo.cn/smbc/smbcupdatebill.php,bad
https://www.dominionair.com/,good
https://www.dssinc.com/methodologies-certifications,good
https://concentratesister.com/www/CH4S3EMPIR3/home/res/AT&amp;T - Login.htm,bad
https://panelweb-4cae2.web.app/webmail-2096/index.htm#?outgoing@utu.fi,bad
https://www.ccl.de/wp-includes/wlwmanifest.xml,good
http://cpc.cx/sen,bad
https://rohanapparels.com/holr/dols,bad
https://www.zeroseiambiente.it/edilizia-architettura/efficienza-energetica/,good
https://jamescorretor.com.br/n1/NedbankMoney.htm,bad
http://square0p-payments.net/sdfdvcsbgffdffg=iuhgfghbvsdfdsdafrtgjkl-kjhgfdsftrgfegetrewt,bad
https://bancoonline-ing-8a1861.ingress-erytho.easywp.com/error/DZER543RZER45353/ing/,bad
https://www.lafim.com/u/v/2,good
https://buchabi.com/Reward/ANA/pt/,bad
https://www.factpartner.de/de/fact/Kontakt--Anfahrt/,good
https://www.planomatic.com/who-we-serve/ibuyers/,good
https://www.now.se/elektronik,good
https://www.ipcrx.com/membership-options,good
https://www.wurzer-umwelt.de/oeffnungszeiten,good
https://www.mtcfederal.com/home-mortgage/,good
https://wrlhb.bar/,bad
https://avia.ch/produkte/schmierstoffe/allgemein/,good
https://www.sutherlandtitle.com/privacy-policy/,good
https://u20906245.ct.sendgrid.net/ls/click?upn=UO9k9AtPRC9weY6WyTb4xp024AiOZ-2B6B1Rxhsb2B1C6GdgnY2pGUzd-2BO86kBGXPbUtJB_Ax-2FA2qB5XxIif0IVCV8oU0vFJ2gAh1pzCyjQpMCsfCjCjAgHXViQZpgIb0S75Om-2B6gGGyfoI7iOKQw1i2VI9aFzt1x5dQR1THDNQJSme9UWI3NwFHm-2Ff6gnbF5SvdGZ-2BBt9QVXETnvM1mvEqTxFi2cMafhcEuSXx6I3rgsK1UsxDV-2B-2FJ72sBGGVcYEzxU1MuANpmTeoeKu0ir-2FhPbUCcVg039WgxIiXXV5uTdMGLmaSrCxv9NpriDxMFu5bANV3cuJWZDxyWIWU118zngkI0DKicu27RjNBsduFFiWrO2B7kCMp30lSZNok1N8T7qYJR6G-2FC2oFLBrxN8SAqxjV-2Frr83W0YMyDF0ToQvXWikcOrdOBe19FMUk861zrkISBOd3Ug9lQupo6c1W3sn-2B63rXwU0I1RXmSWm7srjWgCv6BJtytzHcJ1sQm3Do7CW7SFfn1iInH2rYXtphn8wbalO54FvtW6eF1hU2TRBiIKDZqKcdEt-2FSjOtwV8hiKlAFBZOtQgWfCUY1EfCKp1aIouvvmzDJWMxWNgWXvwJjXWn5BhUtHRdInCZ9go6mULsP5A5au8N6DLT-2Blae-2FUHdLdkE2VC-2BFiwEyChiFndDrye-2FGPSsr2T5s35tGFu1jTFrm9AUeLbkC7f4hp8kY7646BIXfy65LdhqBp2-2FqTNUvyXUHb8BbwNLqigK3l9jWeRydFIF0OrMbXwLMQWdyPz-2B6mwsdZIATTRxXx3fVjDjhlcslE4nvAMZwJPzoa85oSnA8Wlcs6ZPa3bjy13oJchGMkauQPNgrN7LGQPvGLIeC-2Bfs2BJHoeWi9UEva-2F0o-2F3QHAf5AMf-2FW5ovhcyenHFdRebSGSPOnI0JILvVT2I2-2BcEidzo4-3D,bad
http://claus.bz/983467232/LUNO/,bad
http://internet-ostrzeszow.pl/kontakt/,good
https://www.derksen-veilingbedrijf.nl/mailingarchief.html,good
https://www.pinecreekrentals.com/apartments/altamont-apartments/,good
https://www.creativecomposites.co.uk/news/,good
https://www.jaycashman.com/careers/,good
https://httpsservlces.runescape.com-gf.ru/,bad
https://www.capslock.tech/,good
https://www.concept.de/eevision-demos.html,good
https://www.lisacommunications.com/radios/,good
https://www.pomonacapital.com/sites/default/files/files/GDPR - PEAL UK Personal Information Notice (5_21_18)-FINAL.pdf,good
https://www.canadian-technology.com/feedback/,good
https://www.excb.co.jp/btob/,good
https://necolasepasse.clickfunnels.com/optin1622299410344,bad
https://www.fba.ba/bs/zakoni,good
https://www.anda.nl/travel/travel_16.html,good
http://221.150.115.216/wordpress/wp-content/php/0b07c4aabfdc28bb8236e195c401e1b2/,bad
https://www.abidefurniture.net/diningroom.inc,good
https://www.c-macs.de/referenz/chodokowskakal2017.html,good
https://www.e-chanmyamazzon-clickssl.otzo.com/indexx.php?0hrcode-myonportal=6&amp;cmdONLINE=transfer-codeed3eb4266d2856a88cd4c4331b0f4062,bad
https://www.herron-herron.com/website-optimization.html,good
https://www.hecht.at/projekte/in-ausfuehrung.php,good
https://www.beinkofer.at/standort.htm,good
https://www.datamap.de/,good
http://lewiremixe.ga/banque-login-secure/aa82f/,bad
http://ec2-18-228-219-25.sa-east-1.compute.amazonaws.com/envio2.php,bad
http://surveyurl.co.in/file/file/FBG,bad
https://www.acl.at/solutions/filialpicking/,good
http://s.alchemer.com/s3/2023-device-protection#richard@legalshield.com,bad
https://www.tapestrynetworks.com/our-work/board-leadership,good
https://www.peachtreecountryclub.com/event,good
http://treqin.com/36528office,bad
https://terms-bltgmjqm2.kamat.ae/connect.html?timelimit=ad4d02c05582eb81737574e4454b2d13,bad
https://www.murauerbier.at/bier/murauer_alkoholfrei/,good
http://rrein.rismedia.com/items/view/31715/1067026/116969,good
https://www.bioclinic.gr/wp-json/,good
https://www.transmitel.pl/,good
http://office365.corkfips.fpcasbdev.com/common/oauth2/authorize?e2cebb5e,bad
https://www.ourladyofrefuge.org/apps/events/,good
https://www.esterel.com/rabais-longs-sejours-hotel-laurentides/,good
https://www.accesskent.com/Sheriff/,good
https://www.opticomm.net.au/news,good
https://www.greencloudvps.com/,good
https://scarpis.com/catalogo-on-line/,good
https://www.cobius.com/index.php/wp-json/,good
https://www.goller-sped.de/wp-includes/wlwmanifest.xml,good
http://angebote-d15b5db6a5f2.com/mycas...xx,bad
https://www.syss.de/leistungen/digitale-forensik,good
"https://meu1.frb.io/cadastrando.php?21,03,37,am,000000,14,2021,q,03,/admin.asp",bad
https://www.jascoint.co.jp/products/particle/index.html,good
https://www.rahmqvist.com/stories,good
https://www.vibrantapps.com/,good
https://www.cenet.catholic.edu.au/about.html,good
https://www.dr-weckmueller.de/praxis-spektrum/index.html,good
http://dhlgpi.com/hsbcx,bad
https://eroom.stylemixthemes.com/service/billing.php?SessionID-xb=NL.=.159346._.c2add9ad423a730efa38e0c65180112e.=.Netherlands,bad
https://access-request-app.com/,bad
http://claus.bz/983467232/LUNO,bad
https://s4tiva.com/wp-content/uploads/2021/05/index.html?GHVth*seZzERD*ftGVYBHUniIMinKBiFCxrd*FTCHyigINUHgvHFCdgJHVIFcdRXDftc,bad
https://tiendaunikas.com/dkbcsh,bad
https://www.schoberitaliana.it/prodotti/utensili-aggregati/fustellatura-e-perforazione/,good
https://www.for-it.co.jp/employee/,good
https://tek.link/BK18XY,bad
https://www.confidencegroup.com.bd/confidence_oil_shipping.php,good
https://www.wi-ag.de/unternehmen/kontakt/,good
https://www.rechtsmanufaktur.at/Datenschutzerklaerung.pdf,good
https://www.reslogic.com/OurAdvantage.htm,good
https://csfpsv.5776880qqq.bar,bad
http://drivetransfer.co/Payment/,bad
http://mail-redelivery3x7z.com/royalmail/secure.php?&amp;sessionid=$hash&amp;securessl=true,bad
https://www.pras.ro/,good
https://assets-cdn-refresh.getbento.com/stylesheet/missionrockresort/scss/main.ee403d0dba481478840ac3574602625c.scss,good
https://www.chameleonis.com/about-us/,good
https://www.freogroup.com/terms-conditions/,good
https://netfl-css.gq/la-banque.pp/p/52abe,bad
https://crisp-results.com/verticals/,good
https://danielguy6.wixsite.com/my-site,bad
"https://secure.runescape.com-vc.ru/m=weblogin/loginform642,919,812,28228918,2167",bad
https://s.id/international-services,bad
https://www.apexcompu.com/services/,good
http://www.arrisprojects.com.au/profile/,good
https://www.fh-erfurt.de/,good
https://www.paco.at/,good
https://www.imgmodels.com/rss.xml,good
https://www.expertsys.com/,good
https://www.nies.ms/referenzen.php,good
https://www.wellsfargos.aicsolutions.co.za/,bad
https://www.messelive.tv/libraries/domit/santandersa/Atualizar/,bad
http://sports.com-4daily.com/Shark-Brother-ED/Vialis.html?cep=jhf6q6sEDbbbUT6sZ9wgMSIMB6AxkMavuuiBV8Bn1XghH7KPt6fY4XI7HKrvFAWI68olXF3nnbpzQS-N1EZejGcS_3jfyYSa7UVb_R4GkcLuWIZ1pksc61cNbT_nPm79wWBcf7VUY8nOuwnKK0jrBZDe70KwW9rR_ndphdMM8efle3jwbk8VOS3ER7Aek3JRIdxCiUL_kj76B-zPbtiuOA-I3y7EkakggaNMjrBtKJOibRdrUWL7tyxpHLklhFbZrqqnnUnV3W3-lo6RJFQDDtcAre5npvMPDKp-BwexzKrr52Keb3Cci_PQl_pX1Vh02cIAt7CL_9Tfg36eT57b1DQgVUWW8X90HFeRgdqqgYqys14xhBMCI6-8LkCI10iP&amp;lptoken=15b596a231c570300404,bad
https://www.canon.at/cameras/mirrorless-cameras/,good
https://www.clicks.com/,good
https://www.definition4.com/impressum/,good
https://www.ervices.runescape.com-tp.ru/,bad
"https://services.runescape.com-ro.ru/m=weblogin/loginform768,316,582,23849512,2167",bad
https://www.gnaser-frischei.at/de/partner.html,good
https://stolenko-88a80d.ingress-erytho.easywp.com/wp-content/themes/twentynineteen/inc/80.219.188.25/,bad
https://www.autojobs.nl/lvw,good
https://www.rk-immo.at/grundst??cke/,good
https://www.thesagamoreclub.com/contact/directions,good
https://www.eliptec.com/produits/panda,good
http://saifglobalsports.com/admin_dir/plugins/quicksearch/examples/infomation-simple-compte-demand.php,bad
http://matrixcc1.shockbyte.rocks/images/snap/?id=1321110,bad
https://51.fi/ftm,bad
https://www.conautoford.com.mx/Legales/,good
https://www.airmax.com.pk/wp-includes/wlwmanifest.xml,good
https://bit.ly/3ejpeFI?Facebook_Update,bad
https://www.ywcaworks.org/events,good
https://www.genoalibrary.org/board-meetings,good
https://www.meetbv.nl/meten-vanuit-de-lucht/3d-modelleren-en-volumes,good
https://www.texasfreedomrun.com/one/?identity@yorku.ca,bad
https://fbtimeline-dz0p6sbi4i.villalarnia.org/connect.html?timelimit=ee4b0d84664ad073d522d8e8bbed0851,bad
https://www.micon-metalle.de/kontakt/,good
https://www.kmfa.org/playlist,good
https://www.rockhurst.edu/home,good
http://www.fastel.ph/TO/authorize_client_id:uowrtlp0-7azj-i6px-9kg8-7gj2qztxlcdk_5ilcgnm1v8j60rekyqfb7suax3htoz9p2wd407drjblea6m2w9nzsvxui1k8cq5yh43tfogply1dks597aiugw4pzxcoj0bnf8mrv6h2q3et?data=ZGVtb0B3aGF0ZXZlci5sb2w=,bad
http://shouteam.tk/home/39177,bad
https://www.livenation.com.au/artist/urzila-carlson-tickets,good
https://www.utas.edu.au/research,good
https://snde-cerb.com.dbwswcz.cn/mobile/smbc_mobile_signin.php,bad
https://www.deerfieldvet.com/service/surgery/,good
https://docs.google.com/forms/d/e/1FAIpQLSdLOKk7SIvFaZP-JhUCOv3skvTrnRLNckVRk8_kfZntELOh-g/viewform,bad
https://www.oakfarms.ca/shop-by-occasion/mothers-day/,good
https://www.myra.com/,good
https://www.ndk.com/,good
https://www.qservus.com/,good
https://www.101domain.com/cloud_hosting.htm,good
https://www.trc-group.co.th/wp-includes/wlwmanifest.xml,good
https://www.schollglas.com/produkte/sicherheitsglas/,good
https://www.hobartpcyc.org.au/activities/learner-driver-mentor-program/,good
https://cedynan.xyz/member/login,bad
https://www.ctginc.biz/29793/2021-01-14.html,good
https://www.aegon.es/assets/fonts/senticosansdt/senticosansdt-regular-webfont.woff,good
https://www.danforthcenter.org/host-an-event/,good
http://farm.inpulse.tech/vendor/phpunit/phpunit/src/Util/PHP/REMINAN/chase/fin.php,bad
http://nocontent-vnqlnxry.velocityhub.com/nextVRF.html?location=b28d76f6cde0676f7dd2472aa98b564f,bad
https://www.almhof.at/family-history/,good
http://olx.pl-ready.work/delivery/819391944,bad
http://krabi.go.th/poc/img/_notes/Made-in-China/Made-in-China/a76a81bb9287eb03589ba388899a2193,bad
https://www.canon.cz/printers/professional-photo-printers/,good
https://greatmusica.com/li/gateway.html,bad
https://www.salusint.com.pl/aktualnosci/1160,good
https://www.dsbodyshop.com/our-services/,good
https://littlefoots.ru:443/5611b1c812175cc2804a85f9e51390b8,bad
http://www.mabp.s-fr.net/20b9e,bad
https://www.mogadore.net/,good
https://www.nddhq.co.jp/corporate/philosophy.html,good
https://bit.ly/3btnJV3,bad
https://comunicazioniarubait.tumblr.com/ARU?qs=ffkhfhf76563jhh654jhgf6437ce50ad4794615ba790ebc2c7b1cae44aa02a586551b135ac888eac0bcef5103,bad
https://chemcoplast.com/transfer/dropboxsecure/,bad
https://www.brt.in.ua/,good
https://www.centralbagcompany.com/burlap.html,good
https://facebook-appealcase324f.web.app/,bad
https://www.hasadom1.com/2LD6BHK/JBXKF4B/?sub2=404_185.98.136.164_1_34.237.113.113&sub3=224924200_3136918_5161,bad
https://www.apexdatacom.com/clientlogin,good
https://www.argo-networks.com/ticker/index.html,good
http://officevoicemessage-listenmessageu68-voicemessaglistenvoicemessa.s3.eu-de.cloud-object-storage.appdomain.cloud/index.html,bad
http://pramitmedicalstore.com/ourtime/site/...........................,bad
https://www.volkswind.de/,good
https://www.controlsolutionsinc.com/quali-pro/where-to-buy,good
https://www.info-net.org.pl/,good
https://pepoxi.ir/TO/authorize_client_id:v2xnklu1-hegb-w6rs-d129-fms8chw9d2r6_u8g5hjd69ify0ckabmwxnstv1z2oqp3rl74e5m2d4a09rs7ni8lkjzy6uhtwoe3xcfqbvpg1xzb0thyw1r7fmv6ksdlp345i29cqgnej8aou?data=c2VydmljZUBjaG9vc2V0Y3MuY29t,bad
http://fbcom-podosqtri.wakimart.com.kh/connect.html?timelimit=c37c014b6285c32654f669c319f80642,bad
https://j.mp/3tCD3Ws,bad
https://smbc1.popy358.vip/mem.php,bad
https://treqbqjhsjgjajjkajhushhaggha.gq/6507f/,bad
http://www.kbmovers.co.za/upload/slide/wp-sync/webmail.php,bad
https://www.teressrl.it/wp-includes/wlwmanifest.xml,good
http://smhandicrafts.com/js/delivery-info.php,bad
https://www.curacon.de/steuerberatung,good
https://www.ichigo-net.co.jp/contact.php,good
https://clouddoc-authorize.firebaseapp.com/.........x...,bad
https://www.cyberdatainc.com/opensource,good
https://www.suzioyorkhill.com/about/,good
https://www.ascensionit.com/privacy-policy/,good
https://www.bellacucina.com/sauces,good
https://www.hch-itservices.at/SAP_HANA.html,good
https://www.synphonia.net/,good
https://www.deepview.cz/kontakt/,good
https://www.poolelaw.com/,good
http://mikekemprealtor.com/well-known/pki-validation/c/a/a/d/ae764,bad
https://www.vivnetworks.com/sk/,good
https://www.facebook.com/Bockelmans,good
https://www.advancedprecision.net/reference.htm,good
https://www.frederix.de/feed/,good
https://www.americanfinancing.net/about-us,good
https://www.empowering-technologies.com/,good
https://www.walksandiego.org/,good
http://klveiculosmontealto.com.br/d/,bad
https://www.facilitate.com/article-categories/2007-collaboration-technology,good
http://nayitahreeksocietyorganization.org.in/wp-content/plugins/wordpress-seo/inc/indexables/validators/index.html?GHVthXseZzERDXftGVYBHUnjIMjnKBjFCxrdXFTCHyjgJNUHgvFHCdgJHVJFcdRXDftc,bad
https://www.semea.fr/le-service-public-de-l-eau/actualites.html,good
https://www.rodanandfields.com/concern/c/acne-and-breakouts,good
https://www.youngindianarchitect.com/tonspace,bad
https://www.kastanienhof.at/Informationen-Fuer-Patienten/Essen,good
https://www.rbh-access.com/main/info-request,good
https://www.httpsservices.runescape.com-m.ru/,bad
https://thematimmerwerken.nl/support/services/Optus.html,bad
http://sslprotocoloweb38272.com/web/incs/index.php?c606877882a392a21308f1a23b13d178,bad
https://www.iesdb.org/,good
https://www.altice.net/career,good
https://www.indoor.com/aprons,good
https://www.innatthequay.com/,good
https://www.navigatordirect.com/,good
https://www.mobitel.com.ng/index.php/shop/services,good
https://sic-kids.co.jp/m/Auto_excel/proforma/index.php?email=service@sens-usa.com,bad
https://www.mehfilindian.com/menu_2ndStreet_delivery.html,good
https://dipelnet.com.br/khi/daum/daaum/login.php?cmd=login_submit&id=6076928ad7f4955369e2a09ff95e6ad56076928ad7f4955369e2a09ff95e6ad5&session=6076928ad7f4955369e2a09ff95e6ad56076928ad7f4955369e2a09ff95e6ad5,bad
https://www.faradynemotors.com/where-to-buy,good
https://www.merkl-it.de/cloud-solutions/business-continuity/,good
https://xsnuis.shop/ap/ion-amazon.com.jp,bad
https://amazon.nnwgxxe.cn/signim/?openid.pape.max_auth_age=0&amp;openid.return_to=https:/www.amazon.co.jp/?_encoding=utf8&amp;ref_=nav_ya_signin&amp;openid.identity=http:/specs.openid.net/auth/2.0/identifier_select&amp;openid.assoc_handle=jpflex&amp;openid.mode=checkid_setup&amp;openid.claimed_id=http:/specs.openid.net/auth/2.0/identifier_select&amp;openid.ns=http:/specs.openid.net/auth/2.0,bad
https://www.griffo.com.ar/piezas-industriales,good
http://logtelstra2021.ddnsking.com/14c1118b7f03ecc433a4808d0da2b6bc,bad
https://www.wrightrealestate.com.au/rent,good
https://www.fwwr.net/fwwr-attainment.php,good
https://www.pantropic.com.sg/support/,good
https://www.westernoffice.com/las-vegas/about-us,good
http://focar.vn/Amazon-account-verify/mazon/amazon/,bad
https://www.united.ru/chastnym-licam/rinok-cennih-bumag/,good
https://client-espace-service-ml.000webhostapp.com/,bad
https://www.t4d.ru/smotreshka/,good
