url,label,use_of_ip,abnormal_url,google_index,count.,count-www,count@,count_dir,count_embed_domian,short_url,count-https,count-http,count%,count?,count-,count=,url_length,hostname_length,sus_url,count-digits,count-letters,fd_length,tld,tld_length
http://dbs.vote-friend.com/sg?ref=anything,bad,0,1,1,2,0,0,1,0,0,0,1,0,1,1,1,42,19,0,0,33,2,com,3
https://www.reynoldstransfer.com/versa-lift-fork-truck/,good,0,1,1,2,1,0,2,0,0,1,1,0,0,3,0,55,24,0,0,45,21,com,3
https://www.halisupportservice.com/Login.php,bad,0,1,1,3,1,0,1,0,0,1,1,0,0,0,0,44,26,1,0,37,9,com,3
https://www.signets.com.br/wp-includes/wlwmanifest.xml,good,0,1,1,4,1,0,2,0,0,1,1,0,0,1,0,54,18,0,0,44,11,com.br,6
https://docs.google.com/document/d/e/2PACX-1vTS9czxqyCsGi-QUifs7m1MqJZMLCjLcCNhW3DsaHdss5ymnPy6y0VSGwvF3pIu6js22Ydjyew1OyO_/pub?embedded=true,bad,0,1,1,2,0,0,5,0,0,1,1,0,1,2,1,141,15,0,14,112,8,com,3
https://www.iwestco.com/virtual-consult/,good,0,1,1,2,1,0,2,0,0,1,1,0,0,1,0,40,15,0,0,32,15,com,3
https://is.gd/N19JOz,bad,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,20,5,0,2,13,6,gd,2
https://httpsservices.runescape.com-ov.ru/,bad,0,1,1,3,0,0,1,0,0,2,2,0,0,1,0,42,33,1,0,34,0,ru,2
https://viandjo.com/website/membership/service/billing.php?SessionID-xb=NL.=.3754672._.4d1d7fa8d72fb5318fdf3baed95a10e7.=.Netherlands,bad,0,1,1,8,0,0,4,0,0,1,1,0,1,1,3,133,11,1,23,89,7,com,3
https://www.millect.com/Plans/tabid/76/Default.aspx,good,0,1,1,3,1,0,4,0,1,1,1,0,0,0,0,51,15,0,2,39,5,com,3
https://www.sttas.com/,good,0,1,1,2,1,0,1,0,0,1,1,0,0,0,0,22,13,0,0,16,0,com,3
https://facebookcase1477777.web.app/appeal.html,bad,0,1,1,3,0,0,1,0,0,1,1,0,0,0,0,47,27,0,7,33,11,web.app,7
https://www.cytranet.com/category/blog/index.html,good,0,1,1,3,1,0,3,0,1,1,1,0,0,0,0,49,16,0,0,40,8,com,3
https://oximedica.com/wp-includes/imgs/att.php,bad,0,1,1,2,0,0,3,0,0,1,1,0,0,1,0,46,13,0,0,37,11,com,3
http://myetherwallets.kr/wallet,bad,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,31,17,0,0,26,6,kr,2
https://pervouralsk.interra.ru/,good,0,1,1,2,0,0,1,0,0,1,1,0,0,0,0,31,22,0,0,25,0,ru,2
https://06ac1c2f55d2f5e45de07cd8f199a561-dot-gle9392420309493993.rj.r.appspot.com/,bad,0,1,1,4,0,0,1,0,1,1,1,0,0,2,0,82,73,0,35,37,0,rj.r.appspot.com,16
https://www.bright-group.ru/team/,good,0,1,1,2,1,0,2,0,0,1,1,0,0,1,0,33,19,0,0,25,4,ru,2
http://secure285.inmotionhosting.com/~opendo31/monescpace/lcl/request.html,bad,0,1,1,3,0,0,4,0,0,0,1,0,0,0,0,74,29,0,5,58,9,com,3
https://www.copyright.com/,good,0,1,1,2,1,0,1,0,1,1,1,0,0,0,0,26,17,0,0,20,0,com,3
https://www.inner-calm.co.uk/,good,0,1,1,3,1,0,1,0,0,1,1,0,0,1,0,29,20,0,0,21,0,co.uk,5
https://linktr.ee/Midasbuyvip,bad,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,29,9,0,0,24,11,ee,2
http://abbeyroadmoron.com/fonts/Covid-19/ali1/ali/login.php,bad,0,1,1,2,0,0,5,0,0,0,1,0,0,1,0,59,18,1,3,45,5,com,3
https://www.organicgourmetbcn.com/,good,0,1,1,2,1,0,1,0,0,1,1,0,0,0,0,34,25,0,0,28,0,com,3
https://www.three-f.co.jp/contact/,good,0,1,1,3,1,0,2,0,0,1,1,0,0,1,0,34,17,0,0,25,7,co.jp,5
https://www.keramidaslaw.com/auto-insurance-defense-lawyer/,good,0,1,1,2,1,0,2,0,0,1,1,0,0,3,0,59,20,0,0,49,29,com,3
https://olx.bolxgift.online,bad,0,1,1,2,0,0,0,0,0,1,1,0,0,0,0,27,19,0,0,22,0,online,6
https://www.hitachi.com/New/cnews/index.html,good,0,1,1,3,1,0,3,0,0,1,1,0,0,0,0,44,15,0,0,35,3,com,3
https://www.epcollab.org/,good,0,1,1,2,1,0,1,0,0,1,1,0,0,0,0,25,16,0,0,19,0,org,3
https://www.spokanecounty.org/9/How-Do-I,good,0,1,1,2,1,0,2,0,0,1,1,0,0,2,0,40,21,0,1,30,1,org,3
http://jwrmdctbhstpklcdvbfgznhkii-dot-gle39404049.rj.r.appspot.com/,bad,0,1,1,4,0,0,1,0,1,0,1,0,0,2,0,67,59,0,8,49,0,rj.r.appspot.com,16
https://www.trilife.space/com/images/secure/online/fulls.php,bad,0,1,1,3,1,0,5,0,0,1,1,0,0,0,0,60,17,0,0,49,3,space,5
https://ezreadtampcraez.com/jp/aol.html?email=jdoe1@emailhost.c,bad,0,1,1,3,0,1,2,0,0,1,1,0,1,0,1,63,19,0,1,51,2,com,3
https://bit.ly/2R7AugZ,bad,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,22,6,0,2,15,7,ly,2
https://www.vgsi.com/taxpayer-info/,good,0,1,1,2,1,0,2,0,0,1,1,0,0,1,0,35,12,0,0,27,13,com,3
https://www.devastudios.com/work,good,0,1,1,2,1,0,1,0,0,1,1,0,0,0,0,32,19,0,0,26,4,com,3
https://www.factoryautomation.com/cpanel,good,0,1,1,2,1,0,1,0,0,1,1,0,0,0,0,40,25,0,0,34,6,com,3
https://olx.pl-savedpay.xyz/delivery/351502756,bad,0,1,1,2,0,0,2,0,0,1,1,0,0,1,0,46,19,0,9,29,8,xyz,3
http://grandmarketltd.co.uk/wp-includes/inozfoZ/noande/paypal/59c0d7ceb90328d92e80f4e1f3646b99/view/surf2.php,bad,0,1,1,3,0,0,7,0,0,0,1,0,0,1,0,109,20,0,22,73,11,co.uk,5
https://www.audiblemagic.com/article-17/,good,0,1,1,2,1,0,2,0,0,1,1,0,0,1,0,40,20,0,2,30,10,com,3
https://uniswap.walletsconnectors.com/swap.html#/swap,bad,0,1,1,3,0,0,1,0,0,1,1,0,0,0,0,53,29,0,0,44,9,com,3
https://odumzat.cn/pc/MUFG_pcselectcard.html,bad,0,1,1,2,0,0,2,0,0,1,1,0,0,0,0,44,10,0,0,36,2,cn,2
http://cambodiatraining.com/redirect/,bad,0,1,1,1,0,0,2,0,0,0,1,0,0,0,0,37,20,0,0,31,8,com,3
https://www.recipient-authorisation-secure.com/Login.php,bad,0,1,1,3,1,0,1,0,0,1,1,0,0,2,0,56,38,0,0,47,9,com,3
https://www.parksjones.com/educational-videos/,good,0,1,1,2,1,0,2,0,0,1,1,0,0,1,0,46,18,0,0,38,18,com,3
https://drive.google.com/file/d/1ik3UxH3RDigwAr7D269WVkoWp17Cci1n/edit,bad,0,1,1,2,0,0,4,0,0,1,1,0,0,0,0,70,16,0,10,51,4,com,3
http://kinstationery.com/4tr/login.php?ul=_LkeFUq_VJOXRTIPtoGYDw17dsfsfd18&fid.18InboxLight.aspxn.1774256418&fid.1r245964252813InboxLight94552_Product-email&email=nobody@mycraftmail.com,bad,0,1,1,7,0,1,2,0,0,0,1,0,1,1,2,185,17,1,35,127,3,com,3
https://services.oldschool.com-12.ru/m=forum/forums.ws4877492211802836667223,bad,0,1,1,4,0,0,2,0,0,1,1,0,0,1,1,76,28,1,24,41,7,ru,2
https://www.sjoukedijkstra.nl/infra/straatwerk,good,0,1,1,2,1,0,2,0,0,1,1,0,0,0,0,46,21,0,0,39,5,nl,2
https://www.therapie-weidenhof.at/de/aktuelles/,good,0,1,1,2,1,0,3,0,0,1,1,0,0,1,0,47,25,0,0,38,2,at,2
https://www.isamayy.com/oro/,bad,0,1,1,2,1,0,2,0,0,1,1,0,0,0,0,28,15,0,0,21,3,com,3
https://www.southerncef.org/html/promotional_materials.html,good,0,1,1,3,1,0,2,0,0,1,1,0,0,0,0,59,19,0,0,50,4,org,3
http://ckkfecwxlhzlisryjywxsjdpsp-dot-gle39404049.rj.r.appspot.com/,bad,0,1,1,4,0,0,1,0,1,0,1,0,0,2,0,67,59,0,8,49,0,rj.r.appspot.com,16
https://www.megamidia.com.br/live-content/,good,0,1,1,3,1,0,2,0,0,1,1,0,0,1,0,42,20,0,0,33,12,com.br,6
https://bit.ly/2TcKWEr,bad,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,22,6,0,1,16,7,ly,2
https://koshiki-roguinamazn.myvnc.com/L5sMnlT,bad,0,1,1,2,0,0,1,0,0,1,1,0,0,1,0,45,29,0,1,37,7,myvnc.com,9
https://cms.tournet.com/Vendor_subscriptions/Subscriptions.html,good,0,1,1,3,0,0,2,0,1,1,1,0,0,0,0,63,15,0,0,54,20,com,3
http://banking.sparkasse.de-id1897ajjes9021ucnds2130213454345b0juah104zb1092uhda.xyz/spkk/,bad,0,1,1,3,0,0,2,0,0,0,1,0,0,1,0,90,77,1,29,52,4,xyz,3
https://www.vptrend.cz/kategorie_vyplni/020-klasicke/,good,0,1,1,2,1,0,3,0,0,1,1,0,0,1,0,53,14,0,3,40,16,cz,2
https://gruppovis.it/landing-page/ford-kuga-plug-in-hybrid/,good,0,1,1,1,0,0,3,0,0,1,1,0,0,5,0,59,12,0,0,47,12,it,2
https://clouddoc-authorize.firebaseapp.com/...xxx........./......,bad,0,1,1,20,0,0,2,0,0,1,1,0,0,1,0,65,34,0,0,39,15,firebaseapp.com,15
http://demo.bradescocontrol.vertitecnologia.com.br/usuarios/sign_in,bad,0,1,1,4,0,0,2,0,0,0,1,0,0,0,0,67,43,0,0,57,8,com.br,6
https://www.jetair.co.uk/aircraft-charter/oil-gas-marine/crew-rotation-charters,good,0,1,1,3,1,0,3,0,0,1,1,0,0,5,0,79,16,0,0,65,16,co.uk,5
https://ip-72-167-35-191.ip.secureserver.net/SWISS/b1fcf79f9e74cf0d040b2192800da433/,bad,0,1,1,3,0,0,3,0,0,1,1,0,0,4,0,84,36,0,30,41,5,net,3
http://vetec-eu.net/bper/proces.php,bad,0,1,1,2,0,0,2,0,0,0,1,0,0,1,0,35,12,0,0,27,4,net,3
https://switch.com.kw/.kw/,bad,0,1,1,3,0,0,2,0,0,1,1,0,0,0,0,26,13,0,0,18,3,com.kw,6
https://olx.pl.oferta-payment.works/get/?id=47321339,bad,0,1,1,3,0,0,2,0,0,1,1,0,1,1,1,52,27,0,8,33,3,works,5
http://ht.ly/dBqF30qSyYt,bad,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,24,5,0,2,17,11,ly,2
https://whitefordkenworth-my.sharepoint.com/personal/bwalters_lglk_com/_layouts/15/Doc.aspx?sourcedoc={1d96cb1e-0031-41b8-8774-24bb2f7c4caa}&amp;action=default&amp;slrid=9ebb659f-7054-a000-b19b-7cb962889fc8&amp;originalPath=aHR0cHM6Ly93aGl0ZWZvcmRrZW53b3J0aC1teS5zaGFyZXBvaW50LmNvbS86bzovZy9wZXJzb25hbC9id2FsdGVyc19sZ2xrX2NvbS9FaDdMbGgweEFMaEJoM1FrdXk5OFRLb0JPN09POGhoXzd0dFZFcW56WWR1YkNBP3J0aW1lPVN3cWtEVjhuMkVn&amp;cid=2ae6d679-a1b4-4b0f-a76a-46e32d437c42,bad,0,1,1,3,0,0,5,0,1,1,1,0,1,13,5,457,35,0,101,313,8,com,3
https://www.jillyclark.com/background.html,good,0,1,1,3,1,0,1,0,0,1,1,0,0,0,0,42,18,0,0,35,15,com,3
http://email302.com/l/5fc15ea15e66c082e33c48babd5a8ff601a799e6/[email?????????????????????????????????????????????????????????????????protected]tageapp.com/-/www.paypal.com/cgi-bin/,bad,0,1,1,4,1,0,3,0,0,0,1,0,65,2,0,181,12,0,26,72,1,com,3
http://www.formbuddy.com/cgi-bin/formdisp.pl?u=Twice&amp;f=LLM,bad,0,1,1,3,1,0,2,0,0,0,1,0,1,1,2,62,17,0,0,48,7,com,3
https://www.portofbrownsville.com/about/harbor-master-office/,good,0,1,1,2,1,0,3,0,0,1,1,0,0,2,0,61,25,0,0,51,5,com,3
https://buildingcorp.com.au/wp-admin/ty/,bad,0,1,1,2,0,0,3,0,0,1,1,0,0,1,0,40,19,0,0,31,8,com.au,6
https://www.onlineservicefree.club/landingpage/dd263864-38a2-466a-be2f-4e5ec6c5e042/-2TxMqcOA-OhcCJ61bO8_oiYnK4c3EHuOvQ-HFC6T5E,bad,0,1,1,2,1,0,3,0,0,1,1,0,0,7,0,127,26,1,28,83,11,club,4
https://www.anvitrade.cz/images/fb.svg,good,0,1,1,3,1,0,2,0,0,1,1,0,0,0,0,38,16,0,0,30,6,cz,2
https://www.cabreraauto.com/new-cadillac-xt6-arecibo-pr,good,0,1,1,2,1,0,1,0,0,1,1,0,0,4,0,55,19,0,1,44,27,com,3
http://cooperwalinski.com/2021/01/22/3-types-of-fitness-programs-for-patients-with-severe-lower-limb-arthritis/,good,0,1,1,1,0,0,5,0,0,0,1,0,0,11,0,111,18,0,9,82,4,com,3
https://olx.pl-getpost.work/confirmation/payout/650927241,bad,0,1,1,2,0,0,3,0,0,1,1,0,0,1,0,57,19,0,9,39,12,work,4
https://www.gyropalacemerrick.com/assets/favicon/safari-pinned-tab-c09e97d664f82a07a74ebf57eb221d2d1fbf46a3d53345d334f06825f9349d2f.svg,good,0,1,1,3,1,0,3,0,0,1,1,0,0,3,0,135,25,0,41,82,6,com,3
https://signinlogin007.wixsite.com/my-site,bad,0,1,1,2,0,0,1,0,0,1,1,0,0,1,0,42,26,1,3,32,7,wixsite.com,11
https://www.airsprung-group.co.uk/,good,0,1,1,3,1,0,1,0,0,1,1,0,0,1,0,34,25,0,0,26,0,co.uk,5
https://www.akvalis.com/services/sajtfon/,good,0,1,1,2,1,0,3,0,0,1,1,0,0,0,0,41,15,1,0,33,8,com,3
https://info-dati-riepilogo.000webhostapp.com/,bad,0,1,1,2,0,0,1,0,0,1,1,0,0,2,0,46,37,0,3,35,0,com,3
http://update.amazon.shopppy.xyz/mobile/homepage/,bad,0,1,1,3,0,0,3,0,0,0,1,0,0,0,0,49,25,1,0,40,6,xyz,3
https://www.capdrill.com/services/exploration-drilling,good,0,1,1,2,1,0,2,0,0,1,1,0,0,1,0,54,16,1,0,46,8,com,3
http://dhi.it/tlajiqfe/ygffbfbq.html?mejlnyzcabb.php?qme2,bad,0,1,1,3,0,0,2,0,0,0,1,0,2,0,0,57,6,0,1,46,8,it,2
https://www.wcloudus.com/about-white-cloud.html,good,0,1,1,3,1,0,1,0,0,1,1,0,0,2,0,47,16,0,0,38,22,com,3
http://timeline-1242785355.surfshop.ma/connect.html,bad,0,1,1,3,0,0,1,0,0,0,1,0,0,1,0,51,31,0,10,33,12,ma,2
https://www.oade.com/Tapers_Section/faq-mic.html,good,0,1,1,3,1,0,2,0,0,1,1,0,0,1,0,48,12,0,0,38,14,com,3
https://www.sapphirek12.com/software/learning-management-system/,good,0,1,1,2,1,0,3,0,0,1,1,0,0,2,0,64,19,0,2,52,8,com,3
http://globalskillspark.com/put//alldomain/alldomain/index.php?email=a@b.com,bad,0,1,1,3,0,1,5,1,0,0,1,0,1,0,1,76,20,0,0,62,3,com,3
https://www.philipwilliams.co.uk/Home,good,0,1,1,3,1,0,1,0,0,1,1,0,0,0,0,37,24,0,0,30,4,co.uk,5
https://www.msctrustgate.com/IDCenter.php,good,0,1,1,3,1,0,1,0,0,1,1,0,0,0,0,41,20,0,0,34,12,com,3
https://www.gamma-service.it/news/,good,0,1,1,2,1,0,2,0,0,1,1,0,0,1,0,34,20,1,0,26,4,it,2
https://situs-pemulihan05.webnode.com/,bad,0,1,1,2,0,0,1,0,0,1,1,0,0,1,0,38,29,0,2,29,0,com,3
https://www.afxindustries.com/,good,0,1,1,2,1,0,1,0,0,1,1,0,0,0,0,30,21,0,0,24,0,com,3
https://www.proclinical.com/about-proclinical,good,0,1,1,2,1,0,1,0,0,1,1,0,0,1,0,45,19,0,0,38,17,com,3
http://www.psmkreditsyari.com/wp-content/plugins/js_composer/include/templates/shortcodes/web/home/,bad,0,1,1,2,1,0,9,0,0,0,1,0,0,1,0,99,22,0,0,83,10,com,3
https://www.ilandcloud.com/services/locations/,good,0,1,1,2,1,0,3,0,0,1,1,0,0,0,0,46,18,1,0,38,8,com,3
https://www.chardonnay.com/public-charters/champagne-brunch-charter/,good,0,1,1,2,1,0,3,0,0,1,1,0,0,3,0,68,18,0,0,57,15,com,3
https://rotanterproclanic.live/wingdoughtmanter/mazon/fdefa,bad,0,1,1,1,0,0,3,0,0,1,1,0,0,0,0,59,22,0,0,52,16,live,4
https://www.ldd.ca/real-estate,good,0,1,1,2,1,0,1,0,0,1,1,0,0,1,0,30,10,0,0,23,11,ca,2
https://versementpos.ddns.net/x 00 x/315c0/,bad,0,1,1,2,0,0,3,0,0,1,1,0,0,0,0,43,21,0,6,27,6,ddns.net,8
http://amazon.jp.abaiinsurance.cn/,bad,0,1,1,3,0,0,1,0,0,0,1,0,0,0,0,34,26,0,0,27,0,cn,2
